clip,system,laeq_proxy,lufs,crest_db,peak,rms,lsd_vs_ref,dlaeq_vs_ref,dlufs_vs_ref
628213__josefpres__bass-loops-033-with-drums-long-loop-120-bpm,ablation_mid_high,65.00246097895393,-16.98240308882323,12.587636643597023,0.6957878825617362,0.1633409318476671,0.03565740354338861,-2.4611495064164046e-09,-0.00010229503369885151
628213__josefpres__bass-loops-033-with-drums-long-loop-120-bpm,ablation_full,63.5639788280249,-20.012749034652174,13.275857603954957,0.5211921963813596,0.11303294014632242,0.5824474426220398,-1.4384821533901828,-3.0304482408626434
629137__holizna__funky-lofi-drum-loop-88-bpm,original,68.9850063990755,-16.123038387568126,15.807792563389514,1.0022153824199347,0.16239454472695722,,,
629137__holizna__funky-lofi-drum-loop-88-bpm,broadband_limiter,68.10843561141604,-16.42265839166138,16.030614314232906,1.0022153824199347,0.1582815696656407,0.6029224824736132,-0.8765707876594604,-0.29962000409325285
629137__holizna__funky-lofi-drum-loop-88-bpm,ablation_crossover_only,68.98500608390526,-16.102215287246185,18.254323814255113,1.328273848299917,0.16239454300507486,0.03216662995905396,-3.151702401282819e-07,0.020823100321941013
629137__holizna__funky-lofi-drum-loop-88-bpm,ablation_mid_only,68.55186630833542,-16.20874181678435,18.324120706731,1.328273848299917,0.1610948240347115,0.2869342790742281,-0.433140090740082,-0.08570342921622398
629137__holizna__funky-lofi-drum-loop-88-bpm,ablation_mid_low,68.04161018740153,-18.700318474891407,20.766943954709305,1.274171839761732,0.1166489421974757,0.510335310512648,-0.9433962116739707,-2.577280087323281
629137__holizna__funky-lofi-drum-loop-88-bpm,ablation_mid_high,68.55186630833542,-16.20874181678435,18.324120706731,1.328273848299917,0.1610948240347115,0.2869342790742281,-0.433140090740082,-0.08570342921622398
629137__holizna__funky-lofi-drum-loop-88-bpm,ablation_full,68.04161018740153,-18.700318474891407,20.766943954709305,1.274171839761732,0.1166489421974757,0.510335310512648,-0.9433962116739707,-2.577280087323281
629139__holizna__boombap-drums-90-bpm,original,68.56465609098835,-18.006747303547044,16.580366608881366,1.0077969777944384,0.14940141859397066,,,
629139__holizna__boombap-drums-90-bpm,broadband_limiter,66.97848525453838,-19.045676108228253,16.476702248545905,0.9652132022469184,0.14480652816491202,1.4345278053499435,-1.5861708364499663,-1.038928804681209
629139__holizna__boombap-drums-90-bpm,ablation_crossover_only,68.56465609098835,-18.006689203603848,17.786348336954106,1.1579028904498714,0.14940141859397232,0.006803306676627263,0.0,5.809994319605494e-05
629139__holizna__boombap-drums-90-bpm,ablation_mid_only,68.45137421684315,-18.046790851236505,17.80296578501699,1.1579028904498714,0.14911586385343334,0.09674458020978516,-0.1132818741452013,-0.04004354768946072
629139__holizna__boombap-drums-90-bpm,ablation_mid_low,68.31273186674184,-20.93277367118146,21.8797074598743,1.0590402006021218,0.0852956872969216,0.7362187262044565,-0.2519242242465083,-2.9260263676344174
629139__holizna__boombap-drums-90-bpm,ablation_mid_high,68.4512894127264,-18.04682999634841,17.802977154904646,1.1579028904498714,0.14911566865989753,0.09676748516862253,-0.11336667826195423,-0.04008269280136645
629139__holizna__boombap-drums-90-bpm,ablation_full,68.31264433751647,-20.932841701817676,21.879742104020238,1.0590402006021218,0.08529534709108565,0.7362217375252968,-0.25201175347187643,-2.9260943982706316
657761__kevp888__221029_2225_fr_malechoir,original,55.35756052229249,-34.32609396860684,16.443980065642936,0.132121741771698,0.01989643590142243,,,
657761__kevp888__221029_2225_fr_malechoir,broadband_limiter,55.35756052229249,-34.32609396860684,16.443980065642936,0.132121741771698,0.01989643590142243,0.0,0.0,0.0
657761__kevp888__221029_2225_fr_malechoir,ablation_crossover_only,55.3575605222917,-34.326077361951434,16.10308074402125,0.12703673528965478,0.01989643590141729,0.004121491460199236,-7.887024366937112e-13,1.6606655407258586e-05
